Id,Genre,Formatted Genre
tt0306685,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0340855,"['Biography', 'Crime', 'Drama']",documentary
tt0328099,"['Comedy', 'Crime']","comedy, crime"
tt0269347,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0338466,['Comedy'],comedy
tt0285531,"['Drama', 'Horror', 'Sci-Fi']","drama, horror, scifi"
tt0282209,"['Horror', 'Mystery', 'Thriller']","horror, mystery, thriller"
tt0298814,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0337909,"['Comedy', 'Drama']","comedy, drama"
tt0329717,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0322589,"['Drama', 'Music', 'Romance']","drama, music, romance"
tt0191133,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0274166,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0338188,"['Adventure', 'Thriller', 'Western']","adventure, thriller, western"
tt0264395,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0266465,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0165982,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0329028,['Comedy'],comedy
tt0245803,"['Action', 'Comedy', 'Fantasy']","action, comedy, fantasy"
tt0323642,"['Animation', 'Adventure', 'Family']","animation, adventure, family"
tt0325258,['Comedy'],comedy
tt0288045,"['Action', 'Comedy', 'Fantasy']","action, comedy, fantasy"
tt0326769,"['Action', 'Drama']","action, drama"
tt0337592,"['Comedy', 'Romance', 'Drama']","comedy, romance, drama"
tt0331468,"['Drama', 'Horror', 'Mystery']","drama, horror, mystery"
tt0318155,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0314786,"['Action', 'Comedy', 'Thriller']","action, comedy, thriller"
tt0309530,"['Comedy', 'Romance']","comedy, romance"
tt0289992,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0300556,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0310281,"['Comedy', 'Music']","comedy, music"
tt0301181,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0315733,['Drama'],drama
tt0264150,"['Comedy', 'Romance']","comedy, romance"
tt0270980,"['Comedy', 'Romance']","comedy, romance"
tt0295289,"['Comedy', 'Romance']","comedy, romance"
tt0318997,"['Drama', 'Fantasy']","drama, fantasy"
tt0295700,['Horror'],horror
tt0319524,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0315983,['Drama'],drama
tt0279111,"['Drama', 'History', 'War']","drama, history, war"
tt0251736,['Horror'],horror
tt0310910,"['Crime', 'Thriller']","crime, thriller"
tt0335119,"['Biography', 'Drama', 'Romance']",documentary
tt0317676,"['Action', 'Horror']","action, horror"
tt0324133,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0266489,['Comedy'],comedy
tt0306734,"['Drama', 'Romance', 'Comedy']","drama, romance, comedy"
tt0318374,"['Crime', 'Drama', 'Fantasy']","crime, drama, fantasy"
tt0343121,"['Documentary', 'Biography', 'Music']",documentary
tt0304711,"['Action', 'Mystery', 'Thriller']","action, mystery, thriller"
tt0311110,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0286244,"['Animation', 'Comedy', 'Drama']","animation, comedy, drama"
tt0310357,"['Drama', 'Horror', 'Sci-Fi']","drama, horror, scifi"
tt0323572,"['Comedy', 'Romance']","comedy, romance"
tt0299930,"['Comedy', 'Crime', 'Romance']","comedy, crime, romance"
tt0305206,"['Biography', 'Comedy', 'Drama']",documentary
tt0309820,"['Biography', 'Drama', 'History']",documentary
tt0340377,"['Comedy', 'Drama']","comedy, drama"
tt0308383,"['Drama', 'Romance', 'Thriller']","drama, romance, thriller"
tt0338077,"['Adventure', 'Comedy', 'Sport']","adventure, comedy, sport"
tt0339034,"['Comedy', 'Musical', 'Romance']",music
tt0199626,"['Mystery', 'Thriller']","mystery, thriller"
tt0328538,"['Biography', 'Drama']",documentary
tt0294357,"['Adventure', 'Drama', 'Romance']","adventure, drama, romance"
tt0317910,"['Documentary', 'Biography', 'History']",documentary
tt0377992,"['Biography', 'Drama', 'History']",documentary
tt0360916,['Documentary'],documentary
tt0308508,"['Documentary', 'Sport']","documentary, sport"
tt0338135,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0313792,"['Comedy', 'Romance']","comedy, romance"
tt0330602,"['Comedy', 'Drama']","comedy, drama"
tt0342172,"['Documentary', 'Biography']",documentary
tt0329388,"['Comedy', 'Drama']","comedy, drama"
tt0373175,"['Documentary', 'Biography']",documentary
tt0311648,"['Comedy', 'Drama']","comedy, drama"
tt0335013,"['Drama', 'Music', 'Romance']","drama, music, romance"
tt0337996,"['Comedy', 'Documentary']","comedy, documentary"
tt0323944,"['Drama', 'History']","drama, history"
tt0380732,"['Drama', 'Horror', 'Thriller']","drama, horror, thriller"
tt0347304,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0367960,"['Action', 'Adventure', 'Family']","action, adventure, family"
tt0266747,"['Comedy', 'Music']","comedy, music"
tt0342167,"['Comedy', 'Musical', 'Drama']",music
tt0312549,"['Biography', 'Crime', 'Drama']",documentary
tt0322659,"['Drama', 'Fantasy']","drama, fantasy"
tt0325055,"['Biography', 'Drama', 'Romance']",documentary
tt0363589,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0265148,"['Musical', 'Drama', 'Romance']",music
tt0300015,"['Drama', 'Romance']","drama, romance"
tt0462044,['Music'],music
tt0341540,"['Comedy', 'Crime', 'Family']","comedy, crime, family"
tt0337578,"['Drama', 'Romance']","drama, romance"
tt0285861,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0346723,"['Drama', 'Romance']","drama, romance"
tt0340376,"['Thriller', 'Drama']","thriller, drama"
tt0338706,"['Drama', 'Mystery', 'Thriller']","drama, mystery, thriller"
tt0320244,"['Biography', 'Crime', 'Drama']",documentary
tt0308878,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0254481,"['Drama', 'Fantasy', 'Romance']","drama, fantasy, romance"
tt0304229,"['Drama', 'Romance']","drama, romance"
tt0347416,"['Drama', 'War']","drama, war"
tt0330069,"['Comedy', 'Documentary']","comedy, documentary"
tt0299458,"['Drama', 'Romance']","drama, romance"
tt0319829,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0309372,"['Comedy', 'Family']","comedy, family"
tt0295721,"['Action', 'Comedy']","action, comedy"
tt0303830,['Drama'],drama
tt0356614,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0314412,"['Drama', 'Romance']","drama, romance"
tt0372763,"['Animation', 'Comedy']","animation, comedy"
tt0314676,"['Comedy', 'Crime', 'Musical']",music
tt0322023,['Comedy'],comedy
tt0293961,"['Horror', 'Action', 'Thriller']","horror, action, thriller"
tt0348656,"['Action', 'Drama', 'Romance']","action, drama, romance"
tt0371583,"['Documentary', 'Biography', 'History']",documentary
tt0347167,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0357470,"['Drama', 'Romance', 'Comedy']","drama, romance, comedy"
tt0362582,"['Drama', 'Romance']","drama, romance"
tt0314170,"['Adventure', 'Comedy', 'Crime']","adventure, comedy, crime"
tt0369637,"['Drama', 'Romance']","drama, romance"
tt0304328,"['Crime', 'Drama']","crime, drama"
tt0383475,['Documentary'],documentary
tt0322289,['Drama'],drama
tt0342508,"['Horror', 'Mystery', 'Thriller']","horror, mystery, thriller"
tt0284426,"['Drama', 'Family', 'Romance']","drama, family, romance"
tt0379713,"['Documentary', 'Action', 'Adventure']","documentary, action, adventure"
tt0339071,"['Comedy', 'Romance']","comedy, romance"
tt0380275,"['Documentary', 'Music']","documentary, music"
tt0349333,"['Horror', 'Adventure']","horror, adventure"
tt0292527,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0341266,"['Horror', 'Thriller']","horror, thriller"
tt0374803,"['Documentary', 'Music']","documentary, music"
tt0289176,"['Documentary', 'Drama']","documentary, drama"
tt0314006,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0306228,['Comedy'],comedy
tt0317640,['Comedy'],comedy
tt0351708,['Short'],"comedy, drama"
tt0380531,['Drama'],drama
tt0342300,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0343172,"['Crime', 'Drama']","crime, drama"
tt0347779,['Drama'],drama
tt0373746,"['Crime', 'Short']",crime
tt0300069,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0362511,"['Comedy', 'Crime', 'Mystery']","comedy, crime, mystery"
tt0369295,"['Comedy', 'Drama']","comedy, drama"
tt0392591,['Comedy'],comedy
tt0342804,['Documentary'],documentary
tt0358647,['Documentary'],documentary
tt0368745,"['Documentary', 'Crime']","documentary, crime"
tt0338497,"['Crime', 'Drama']","crime, drama"
tt0314039,['Drama'],drama
tt0342275,['Documentary'],documentary
tt0339091,"['Action', 'Drama', 'Western']","action, drama, western"
tt0310164,"['Crime', 'Drama', 'Sport']","crime, drama, sport"
tt0271337,"['Comedy', 'Romance']","comedy, romance"
tt0374600,['Drama'],drama
tt0212142,['Documentary'],documentary
tt0383543,"['Action', 'Fantasy']","action, fantasy"
tt0396087,"['Documentary', 'Biography', 'Music']",documentary
tt0282718,"['Comedy', 'Romance']","comedy, romance"
tt0317950,"['Comedy', 'Romance']","comedy, romance"
tt0365960,['Drama'],drama
tt0286947,"['Comedy', 'Crime']","comedy, crime"
tt0349238,"['Comedy', 'Drama']","comedy, drama"
tt0343978,"['Documentary', 'Short']",documentary
tt0191211,"['Comedy', 'Drama']","comedy, drama"
tt0323633,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0339921,['Comedy'],comedy
tt0402398,['N/A'],documentary
tt0372321,"['Documentary', 'History']","documentary, history"
tt0302018,['Drama'],drama
tt0319029,"['Documentary', 'Music']","documentary, music"
tt0298148,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0316654,"['Action', 'Adventure', 'Fantasy']","action, adventure, fantasy"
tt0335345,['Drama'],drama
tt0290002,"['Comedy', 'Romance']","comedy, romance"
tt0317705,"['Animation', 'Action', 'Adventure']","animation, action, adventure"
tt0304141,"['Adventure', 'Family', 'Fantasy']","adventure, family, fantasy"
tt0319262,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0372183,"['Action', 'Thriller']","action, thriller"
tt0368891,"['Action', 'Adventure', 'Mystery']","action, adventure, mystery"
tt0338348,"['Animation', 'Adventure', 'Family']","animation, adventure, family"
tt0307453,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0343818,"['Action', 'Mystery', 'Sci-Fi']","action, mystery, scifi"
tt0332452,['Adventure'],adventure
tt0349903,"['Crime', 'Thriller']","crime, thriller"
tt0343660,"['Comedy', 'Romance']","comedy, romance"
tt0338526,"['Action', 'Adventure', 'Fantasy']","action, adventure, fantasy"
tt0361596,"['Documentary', 'Comedy', 'Drama']","documentary, comedy, drama"
tt0364725,"['Comedy', 'Sport']","comedy, sport"
tt0368447,"['Drama', 'Mystery', 'Romance']","drama, mystery, romance"
tt0391198,"['Fantasy', 'Horror', 'Mystery']","fantasy, horror, mystery"
tt0338751,"['Biography', 'Drama']",documentary
tt0369339,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0405159,"['Drama', 'Sport']","drama, sport"
tt0368933,"['Comedy', 'Family', 'Romance']","comedy, family, romance"
tt0343135,"['Comedy', 'Romance']","comedy, romance"
tt0377092,['Comedy'],comedy
tt0345950,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0357413,['Comedy'],comedy
tt0331632,"['Adventure', 'Comedy', 'Family']","adventure, comedy, family"
tt0332280,"['Drama', 'Romance']","drama, romance"
tt0328107,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0362227,"['Comedy', 'Drama']","comedy, drama"
tt0350258,"['Biography', 'Drama', 'Music']",documentary
tt0349710,"['Action', 'Drama', 'Thriller']","action, drama, thriller"
tt0388419,"['Comedy', 'Family']","comedy, family"
tt0375063,"['Adventure', 'Comedy', 'Drama']","adventure, comedy, drama"
tt0381707,"['Crime', 'Comedy']","crime, comedy"
tt0317648,"['Action', 'Adventure', 'Western']","action, adventure, western"
tt0356618,"['Drama', 'Horror', 'Mystery']","drama, horror, mystery"
tt0378194,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0368008,"['Drama', 'Mystery', 'Sci-Fi']","drama, mystery, scifi"
tt0337579,"['Comedy', 'Drama']","comedy, drama"
tt0349825,"['Biography', 'Drama', 'History']",documentary
tt0390022,"['Action', 'Drama', 'Sport']","action, drama, sport"
tt0167190,"['Action', 'Fantasy', 'Horror']","action, fantasy, horror"
tt0327162,"['Comedy', 'Sci-Fi', 'Thriller']","comedy, scifi, thriller"
tt0363547,"['Action', 'Horror', 'Sci-Fi']","action, horror, scifi"
tt0364751,"['Adventure', 'Comedy', 'Mystery']","adventure, comedy, mystery"
tt0289879,"['Sci-Fi', 'Thriller']","scifi, thriller"
tt0358135,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0296572,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0337563,"['Comedy', 'Fantasy', 'Romance']","comedy, fantasy, romance"
tt0387564,"['Horror', 'Mystery']","horror, mystery"
tt0367093,"['Action', 'Adventure', 'Horror']","action, adventure, horror"
tt0359013,"['Action', 'Adventure', 'Fantasy']","action, adventure, fantasy"
tt0349683,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0308644,"['Biography', 'Drama', 'Family']",documentary
tt0356470,"['Comedy', 'Family', 'Romance']","comedy, family, romance"
tt0293508,"['Drama', 'Musical', 'Romance']",music
tt0318627,"['Action', 'Horror', 'Sci-Fi']","action, horror, scifi"
tt0299172,"['Animation', 'Comedy', 'Family']","animation, comedy, family"
tt0396592,"['Comedy', 'Family', 'Fantasy']","comedy, family, fantasy"
tt0363988,"['Mystery', 'Thriller']","mystery, thriller"
tt0351977,"['Action', 'Crime']","action, crime"
tt0385267,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0374900,['Comedy'],comedy
tt0371246,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0204313,"['Horror', 'Mystery', 'Thriller']","horror, mystery, thriller"
tt0365957,"['Drama', 'Music']","drama, music"
tt0317198,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0327554,"['Action', 'Crime', 'Fantasy']","action, crime, fantasy"
tt0335245,"['Comedy', 'Crime', 'Thriller']","comedy, crime, thriller"
tt0346156,"['Action', 'Adventure', 'Mystery']","action, adventure, mystery"
tt0350028,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0316732,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0338013,"['Drama', 'Romance', 'Sci-Fi']","drama, romance, scifi"
tt0346491,"['Action', 'Adventure', 'Biography']",documentary
tt0376541,"['Drama', 'Romance']","drama, romance"
tt0330793,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0372588,"['Action', 'Comedy']","action, comedy"
tt0364045,"['Crime', 'Mystery', 'Thriller']","crime, mystery, thriller"
tt0366174,"['Adventure', 'Horror']","adventure, horror"
tt0337921,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0359517,['Comedy'],comedy
tt0361467,"['Comedy', 'Family', 'Music']","comedy, family, music"
tt0367479,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0337697,"['Comedy', 'Romance']","comedy, romance"
tt0333766,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0300051,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0315297,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0362270,"['Adventure', 'Comedy', 'Drama']","adventure, comedy, drama"
tt0327437,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0358349,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0395169,"['Drama', 'History', 'War']","drama, history, war"
tt0327679,"['Comedy', 'Family', 'Fantasy']","comedy, family, fantasy"
tt0287733,"['Action', 'Drama', 'Horror']","action, drama, horror"
tt0339412,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0329691,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0377062,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0361841,"['Comedy', 'Romance', 'Drama']","comedy, romance, drama"
tt0338512,"['Adventure', 'Drama', 'Family']","adventure, drama, family"
tt0323033,"['Comedy', 'Romance']","comedy, romance"
tt0356150,['Comedy'],comedy
tt0332712,['Comedy'],comedy
tt0387575,"['Comedy', 'Fantasy', 'Horror']","comedy, fantasy, horror"
tt0335559,"['Comedy', 'Romance']","comedy, romance"
tt0360201,"['Comedy', 'Romance', 'Sport']","comedy, romance, sport"
tt0318462,"['Adventure', 'Biography', 'Drama']",documentary
tt0337917,"['Comedy', 'Crime']","comedy, crime"
tt0327247,"['Comedy', 'Crime', 'Thriller']","comedy, crime, thriller"
tt0241025,['Drama'],drama
tt0338325,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0265208,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0361925,"['Comedy', 'Romance']","comedy, romance"
tt0335121,"['Drama', 'Horror', 'Sci-Fi']","drama, horror, scifi"
tt0367085,['Comedy'],comedy
tt0338096,"['Romance', 'Drama']","romance, drama"
tt0363282,['Comedy'],comedy
tt0326856,['Comedy'],comedy
tt0365748,"['Comedy', 'Horror']","comedy, horror"
tt0352277,"['Biography', 'Drama', 'Music']",documentary
tt0375173,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0324554,"['Drama', 'Mystery', 'Romance']","drama, mystery, romance"
tt0356721,['Comedy'],comedy
tt0349169,"['Comedy', 'Romance']","comedy, romance"
tt0360139,"['Comedy', 'Romance']","comedy, romance"
tt0380277,['Comedy'],comedy
tt0252028,"['Comedy', 'Romance']","comedy, romance"
tt0390521,"['Documentary', 'Comedy', 'Drama']","documentary, comedy, drama"
tt0385004,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0399877,"['Documentary', 'Comedy', 'Drama']","documentary, comedy, drama"
tt0361696,"['Family', 'Music', 'Romance']","family, music, romance"
tt0314498,"['Comedy', 'Crime']","comedy, crime"
tt0362269,"['Biography', 'Drama']",documentary
tt0368975,['Comedy'],comedy
tt0361620,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0332375,"['Comedy', 'Drama']","comedy, drama"
tt0324127,"['Crime', 'Thriller']","crime, thriller"
tt0345074,"['Comedy', 'Crime', 'Music']","comedy, crime, music"
tt0340012,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0167456,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0399901,['Drama'],drama
tt0390221,"['Crime', 'Drama']","crime, drama"
tt0344510,"['Drama', 'Mystery', 'Romance']","drama, mystery, romance"
tt0350194,"['Animation', 'Family', 'Comedy']","animation, family, comedy"
tt0315824,"['Comedy', 'Crime']","comedy, crime"
tt0363473,"['Biography', 'Drama', 'Music']",documentary
tt0312329,"['Biography', 'Drama', 'Romance']",documentary
tt0381681,"['Drama', 'Romance']","drama, romance"
tt0331952,"['Drama', 'Mystery', 'Thriller']","drama, mystery, thriller"
tt0354766,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0275491,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0337876,"['Drama', 'Mystery', 'Romance']","drama, mystery, romance"
tt0331953,"['Comedy', 'Horror', 'Thriller']","comedy, horror, thriller"
tt0360009,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0377744,"['Comedy', 'Drama', 'Fantasy']","comedy, drama, fantasy"
tt0389831,"['Comedy', 'Crime']","comedy, crime"
tt0348593,"['Comedy', 'Drama']","comedy, drama"
tt0315273,"['Drama', 'Family']","drama, family"
tt0388789,['Documentary'],documentary
tt0410454,"['Romance', 'Drama']","romance, drama"
tt0420332,"['Drama', 'Musical', 'Romance']",music
tt0398872,"['Animation', 'Family']","animation, family"
tt0375104,"['Biography', 'Drama', 'Romance']",documentary
tt0286218,"['Biography', 'Drama']",documentary
tt0391024,['Documentary'],documentary
tt0389326,"['Documentary', 'History', 'Sport']","documentary, history, sport"
tt0385635,"['Adventure', 'Comedy', 'Sci-Fi']","adventure, comedy, scifi"
tt0363532,"['Drama', 'Romance', 'Thriller']","drama, romance, thriller"
tt0369702,"['Biography', 'Drama', 'Romance']",documentary
tt0361309,"['Drama', 'Romance']","drama, romance"
tt0313300,"['Drama', 'Adventure']","drama, adventure"
tt0347473,"['Action', 'Comedy', 'Romance']","action, comedy, romance"
tt0361127,['Drama'],drama
tt0385878,['Drama'],drama
tt0373788,"['Crime', 'Drama']","crime, drama"
tt0365125,['Comedy'],comedy
tt0367110,['Drama'],drama
tt0387412,"['Documentary', 'Music']","documentary, music"
tt0396112,"['Biography', 'Drama', 'Musical']",music
tt0377038,"['Comedy', 'Drama']","comedy, drama"
tt0409673,"['Comedy', 'Romance']","comedy, romance"
tt0380615,"['Documentary', 'War']","documentary, war"
tt0386064,"['Action', 'Drama', 'War']","action, drama, war"
tt0361862,"['Drama', 'Thriller']","drama, thriller"
tt0347246,"['Animation', 'Drama', 'Sci-Fi']","animation, drama, scifi"
tt0359423,"['Drama', 'Romance']","drama, romance"
tt0376890,"['Comedy', 'Drama', 'Mystery']","comedy, drama, mystery"
tt0362526,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0418362,"['Comedy', 'Romance']","comedy, romance"
tt0378072,"['Drama', 'Romance', 'Comedy']","drama, romance, comedy"
tt0368658,['Drama'],drama
tt0323013,"['War', 'Drama', 'Romance']","war, drama, romance"
tt0428518,['Documentary'],documentary
tt0364961,"['Biography', 'Drama']",documentary
tt0365190,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0407263,"['Documentary', 'Biography', 'History']",documentary
tt0377091,"['Crime', 'Drama']","crime, drama"
tt0347332,"['Action', 'Drama']","action, drama"
tt0374277,"['Drama', 'Comedy', 'Romance']","drama, comedy, romance"
tt0364343,"['Action', 'Sci-Fi', 'Thriller']","action, scifi, thriller"
tt0357054,['Comedy'],comedy
tt0418038,['Documentary'],documentary
tt0390384,"['Drama', 'Sci-Fi', 'Thriller']","drama, scifi, thriller"
tt0390123,"['Documentary', 'Biography']",documentary
tt0338097,"['Drama', 'Romance', 'War']","drama, romance, war"
tt0403893,"['Documentary', 'Sport']","documentary, sport"
tt0420723,['Documentary'],documentary
tt0391225,['Documentary'],documentary
tt0339147,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0384533,"['Comedy', 'Drama']","comedy, drama"
tt0375735,"['Drama', 'Mystery', 'Romance']","drama, mystery, romance"
tt0382383,"['Action', 'Adventure', 'Crime']","action, adventure, crime"
tt0406977,"['Comedy', 'Crime', 'Mystery']","comedy, crime, mystery"
tt0382561,"['Comedy', 'Romance']","comedy, romance"
tt0277895,"['Drama', 'Sport']","drama, sport"
tt0408261,"['Documentary', 'Sport']","documentary, sport"
tt0422091,"['Action', 'Adventure', 'Thriller']","action, adventure, thriller"
tt0420286,"['Documentary', 'History', 'War']","documentary, history, war"
tt0373024,"['Comedy', 'Drama']","comedy, drama"
tt0428609,['Drama'],drama
tt0416991,['Drama'],drama
tt0377071,['Comedy'],comedy
tt0396705,"['Documentary', 'Music']","documentary, music"
tt0384810,"['Comedy', 'Drama']","comedy, drama"
tt0380609,"['Comedy', 'Drama', 'Fantasy']","comedy, drama, fantasy"
tt0403910,['Documentary'],documentary
tt0339727,"['Drama', 'Music', 'Romance']","drama, music, romance"
tt0391104,"['Comedy', 'Romance']","comedy, romance"
tt0369672,['Drama'],drama
tt0396271,"['Drama', 'Thriller']","drama, thriller"
tt0360130,"['Drama', 'Thriller']","drama, thriller"
tt0389139,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0388888,"['Documentary', 'Music']","documentary, music"
tt0416825,['Documentary'],documentary
tt0371683,['Comedy'],comedy
tt0387989,"['War', 'Action', 'Drama']","war, action, drama"
tt0390632,"['Documentary', 'Comedy']","documentary, comedy"
tt0427380,['Documentary'],documentary
tt0409947,"['Drama', 'Horror']","drama, horror"
tt0398835,['Documentary'],documentary
tt0884842,"['Documentary', 'History', 'Mystery']","documentary, history, mystery"
tt0359045,"['Comedy', 'Drama']","comedy, drama"
tt0422236,"['Romance', 'Thriller']","romance, thriller"
tt0418460,"['Drama', 'Thriller']","drama, thriller"
tt0422950,['Drama'],drama
tt0362129,"['Comedy', 'Romance']","comedy, romance"
tt0357585,"['Comedy', 'Horror', 'Sci-Fi']","comedy, horror, scifi"
tt0364303,['Drama'],drama
tt0306597,['Drama'],drama
tt0374783,['Musical'],music
tt0349416,"['Comedy', 'Drama']","comedy, drama"
tt0391407,"['Documentary', 'Animation', 'History']","documentary, animation, history"
tt0402595,['Comedy'],comedy
tt0430745,"['Documentary', 'War']","documentary, war"
tt0347368,['Comedy'],comedy
tt0357111,"['Comedy', 'Crime', 'Sci-Fi']","comedy, crime, scifi"
tt0398103,['Documentary'],documentary
tt0402141,"['Comedy', 'Romance']","comedy, romance"
tt0436857,['Documentary'],documentary
tt0367097,['Comedy'],comedy
tt0410818,"['Documentary', 'History', 'Romance']","documentary, history, romance"
tt0398173,['Comedy'],comedy
tt0374639,"['Adventure', 'Comedy', 'Horror']","adventure, comedy, horror"
tt0348529,['Drama'],drama
tt0390418,['Comedy'],comedy
tt0426596,['Documentary'],documentary
tt0402577,['Documentary'],documentary
tt0396240,"['Documentary', 'Biography']",documentary
tt0427482,"['Comedy', 'Drama', 'Short']","comedy, drama"
tt0376588,['Documentary'],documentary
tt0368580,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0259567,"['Drama', 'Romance']","drama, romance"
tt0401581,['Documentary'],documentary
tt0223828,"['Adventure', 'Comedy', 'Sport']","adventure, comedy, sport"
tt0246404,['Thriller'],thriller
tt0344337,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0422029,"['Biography', 'Drama']",documentary
tt0329030,"['Drama', 'Family', 'Fantasy']","drama, family, fantasy"
tt0267379,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0373152,"['Comedy', 'Drama']","comedy, drama"
tt0477053,"['Documentary', 'Music']","documentary, music"
tt0420183,"['Comedy', 'Crime', 'Horror']","comedy, crime, horror"
tt0350232,"['Horror', 'Thriller']","horror, thriller"
tt0408338,"['Documentary', 'History']","documentary, history"
tt0367478,"['Action', 'Drama']","action, drama"
tt0342913,['Drama'],drama
tt0376649,"['Crime', 'Thriller']","crime, thriller"
tt0360025,['Comedy'],comedy
tt0297012,"['Adventure', 'Action', 'Thriller']","adventure, action, thriller"
tt0392739,['Documentary'],documentary
tt0378378,"['Documentary', 'History', 'Music']","documentary, history, music"
tt0435434,"['Drama', 'Comedy', 'Music']","drama, comedy, music"
tt0363095,"['Thriller', 'Crime', 'Drama']","thriller, crime, drama"
tt0366701,"['Comedy', 'Drama']","comedy, drama"
tt0383574,"['Action', 'Adventure', 'Fantasy']","action, adventure, fantasy"
tt0477347,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0317219,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0376994,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0382625,"['Mystery', 'Thriller']","mystery, thriller"
tt0348150,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0366548,"['Animation', 'Comedy', 'Family']","animation, comedy, family"
tt0438097,"['Animation', 'Action', 'Adventure']","animation, action, adventure"
